source,target,total_effect
15,25,-0.006964281668191028
15,26,-0.2122301949433858
15,27,-0.00842462574960349
15,28,-0.005569547420894713
15,29,-0.008481510303886173
15,30,0.041302717738207
15,31,-0.000892943815835796
15,32,0.0002427550604918482
15,33,-0.01029443887839936
15,34,-0.025222988792197542
15,35,-0.00046332247499992856
15,36,-0.005062439992520483
15,37,-0.0011255779927872682
15,38,-0.06076728539360279
15,39,0.11917883857077423
15,40,0.009566481058551226
15,41,-0.007331612907689989
15,42,-0.16488493196397444
15,43,0.011114715402063838
15,44,-0.03176383156084844
15,45,0.0031466990978535067
15,46,-0.005808686289492074
15,47,-0.034199389454483475
15,48,0.002319968966301634
15,49,-0.5061176741718492
15,50,0.00038646885722862234
15,51,-0.0012165236858640385
15,52,-0.029743549032447785
15,53,0.019150830225525158
15,54,0.0027035637516517434
15,55,-0.01628679451238596
15,56,0.006154824528199425
15,57,-0.018444895320157303
15,58,0.03288106111142255
15,59,-0.03193205734975809
16,0,0.028647083074213216
16,1,0.04068170174941146
16,2,0.1898645138963447
16,3,0.22402516776882878
16,4,0.187577189586961
16,5,0.0739018598627976
16,6,0.1825940825686287
16,7,0.1421418472311498
16,8,-0.0781960974529932
16,9,0.7899845212427695
16,10,0.016497032764136763
16,11,-0.0420208133990452
16,12,0.005156355399542917
16,13,0.008456657574385415
16,14,0.10199524165342205
16,15,-0.03046882015672361
16,17,-0.0017930006811018196
16,18,0.016594332857328125
16,19,0.04817968137366189
16,20,-0.22204336187892637
16,21,0.02138069740574942
16,22,-0.006390674078890487
16,23,0.0406447622542485
16,24,0.021706128230255844
16,25,-0.00815797381243127
16,26,-0.0924009043333712
16,27,0.11207149051237819
16,28,-0.2517444624074207
16,29,-0.05807641642996559
16,30,0.06929612168412441
16,31,-0.0005366448316707847
16,32,0.012118774918664043
16,33,0.009393902110779194
16,34,-0.023239649068471736
16,35,0.00041124389243281715
16,36,0.013740022973701341
16,37,-0.005307089078212431
16,38,-0.001864572354311432
16,39,0.1579506055676524
16,40,0.1952953499207087
16,41,0.04745694118371985
16,42,0.23600440926604319
16,43,0.012455876959880078
16,44,0.010919610952544593
16,45,-0.04442337226220411
16,46,0.040286936695027316
16,47,-0.07322165050276082
16,48,0.03326975103780983
16,49,-0.020899028731196773
16,50,-4.6533240407790155e-05
16,51,0.06443948139120365
16,52,0.043399245001230706
16,53,-0.16614229582461826
16,54,-0.09505295749053227
16,55,0.006515223114620258
