source,target,lag,coefficient,p_value
23,23,4,0.06204457252743994,0.00035106251378762683
23,43,1,-0.07904130447346135,5.223364176521998e-06
23,54,1,0.0597447936495386,0.000579298583549592
24,13,1,-0.14970186383767475,4.469158496196649e-18
24,14,1,-0.1510441695083471,2.31442623013059e-18
24,18,1,0.07329540960683296,2.3984431147448102e-05
24,21,1,-0.059011243246432796,0.000675549647698597
24,22,1,0.07609797891842224,1.1503551574070588e-05
24,24,1,0.1497649760139295,4.427048040172313e-18
24,30,1,0.08007532228352719,3.949850433144305e-06
24,32,1,0.06645299980255226,0.00012872249987899663
24,35,1,-0.06201229326331583,0.000356495877641189
24,38,1,-0.06678768841069949,0.00011898054421749404
24,45,1,0.08167744983598546,2.4749763069065614e-06
24,45,2,-0.060156959525012085,0.0005283522608157026
24,46,1,-0.14641704863777413,2.3991083082461725e-17
24,50,1,-0.07898810524757878,5.265807152473979e-06
25,0,1,0.09241156013594547,9.772852243582991e-08
25,1,1,-0.06499486738878003,0.0001818368398854209
25,5,1,-0.06429202039465434,0.0002107303088766275
25,6,1,-0.06817412299454972,8.534274144690924e-05
25,7,1,0.16517175358274522,9.76244637885741e-22
25,9,1,-0.07211939614698851,3.253718313152751e-05
25,12,1,-0.10301632096586831,2.707025401245614e-09
25,14,3,-0.06603288243585859,0.00014201598250198206
25,15,4,-0.08086778549603059,3.0795094068256733e-06
25,25,1,0.30567272367483805,9.53148128475939e-73
25,29,1,-0.08492466379124994,9.749454622777477e-07
25,29,3,0.06879163920315534,7.390404929146234e-05
25,33,1,0.07363393901945377,2.1797590560123263e-05
25,35,1,-0.08105749881688894,2.9799842279214e-06
25,36,1,-0.05709800420060008,0.0009986550765776541
25,37,1,0.08700238414917807,5.149338929263979e-07
25,41,1,-0.0740095743013819,1.9837785564464854e-05
25,42,1,0.13713346061031811,2.2106619092560438e-15
25,44,1,0.07429753337878577,1.8516831339736004e-05
25,52,1,0.06505834451780124,0.00017679420145350286
25,57,1,-0.1289529397664544,9.526406658053829e-14
26,6,1,0.07633055332762957,1.0747308748964386e-05
26,8,1,0.10787327184348074,4.649238110856704e-10
26,9,1,-0.06500277992199323,0.0001802845184148381
26,26,1,0.3281118405557505,2.865214914173559e-84
26,26,2,-0.05897500665003804,0.0006706044421366768
26,30,1,-0.06155536703299944,0.00039012463181888215
