source,target,lag,coefficient,p_value
11,12,1,-0.13975926831721278,8.280557395001033e-19
12,12,1,0.36331361305055804,7.152565035587841e-105
12,12,3,0.07783806548638039,6.317344467574314e-07
20,12,3,0.0675863099171577,1.1080212171809782e-05
21,12,1,-0.05972622182414267,0.00026418225883316585
30,12,1,-0.05677244836791416,0.00022785826881443444
38,12,1,0.07804009871978493,1.5797320391102548e-06
42,12,1,-0.08348086893730453,1.9938753417435468e-07
45,12,2,0.049222910562476296,0.0014720322189573818
46,12,2,0.06239940378452764,4.936059181032193e-05
2,13,1,0.12874529845627672,2.0681676781633704e-15
6,13,1,-0.09045042029171443,4.461784351741191e-09
7,13,2,-0.06865843796149242,1.3633711996939329e-05
8,13,1,-0.05918428107814733,0.0016199896537168897
8,13,2,0.08419263254408726,1.2024837981439192e-06
10,13,1,-0.07843431693055536,2.5196040509188966e-07
13,13,1,0.4148097260646955,1.371470280098945e-136
13,13,4,0.06940424423305509,3.728385778558541e-06
14,13,1,0.06816750096245706,7.605503736405587e-06
18,13,2,0.058808590985930255,0.0001698222822676911
22,13,1,-0.09465298865434534,1.1000760536934016e-08
24,13,1,-0.08500040434812683,2.024603671266967e-07
29,13,1,-0.08185629899672264,1.2083396693643989e-07
31,13,1,0.0850677495116287,2.5429505579501857e-08
57,13,1,0.08239950898932949,7.455658715669279e-08
59,13,1,0.0844833727320666,3.016013035172454e-08
1,14,1,-0.059542855094583895,0.0009341319685775881
2,14,1,-0.10272560835748101,7.930525958892995e-10
3,14,1,-0.13160802862255633,2.3265920006117153e-14
7,14,1,-0.06750050986435358,2.5295918410428167e-05
8,14,1,-0.08484483062258662,6.236698335974656e-07
13,14,1,-0.06040560455929566,0.00015863883409537538
14,14,1,0.45488797733433395,6.522611631233062e-178
18,14,1,-0.07579977616166755,3.1397849290453407e-06
21,14,1,-0.12749642743435527,9.593067743481577e-12
22,14,2,0.05856167971563902,0.0001732648597911573
25,14,1,0.046217212814378426,0.002007195331201133
27,14,1,0.07270283918959118,4.174110530414848e-06
31,14,1,-0.07723514310885396,3.835612077467596e-07
50,14,1,-0.048323003079827426,0.0022694197678529236
56,14,1,0.05439556778447164,0.000416733155391645
58,14,1,-0.06368108121834741,6.44440046967347e-05
14,15,2,0.06576365857197385,1.7988942116709923e-05
